Ano;Esforço PF
2015;162,40
2015;24,30
2015;18,30
2015;45,00
2015;277,76
2015;121,00
2015;155,93
2015;920,00
2015;84,75
2015;181,98
2015;124,50
2015;17,50
2015;14,55
2015;7,50
2015;533,69
2015;71,55
2015;57,25
2015;15,00
2016;313,73
2015;66,49
2015;23,94
2015;66,25
2016;30,78
2016;52,00
2016;89,60
2016;44,91
2016;41,00
2015;44,85
2015;44,25
2015;15,00
2016;182,01
2015;320,00
2015;1.204,71
2015;362,50
2015;833,25
2015;90,00
2015;13,50
2015;80,00
2015;434,25
2015;589,21
2015;739,26
2015;459,75
2015;16,20
2015;29,70
2016;12,00
2015;124,67
2015;49,55
2016;7,09
2016;6,00
2015;422,89
2016;6,00
2015;176,42
2016;8,91
2016;9,00
2016;79,50
2015;46,05
2015;33,00
2015;39,00
2015;46,50
2016;164,00
2016;31,50
2015;140,06
2015;10,00
2015;42,35
2015;329,52
2016;6,00
2015;5,25
2016;34,00
2015;505,61
2016;14,25
2016;31,05
2015;43,35
2016;154,88
2015;400,00
2015;0,30
2015;10,08
2016;11,90
2015;86,50
2016;59,94
2016;6,00
2015;51,91
2015;9,00
2016;8,75
2015;30,14
2016;43,89
2015;10,00
2015;70,00
2015;11,25
2016;10,50
2015;36,60
2015;164,25
2015;3,00
2015;24,63
2015;19,00
2016;17,00
2016;150,05
2015;313,20
2015;13,00
2015;30,60
2016;63,87
2016;36,00
2016;5,00
2016;444,28
2016;54,25
2016;77,70
2015;26,50
2016;24,25
2016;6,00
2015;15,00
2016;3,75
2016;6,75
2015;1.601,25
2015;54,75
2015;49,50
2016;90,52
2015;174,75
2015;24,30
2015;48,75
2015;15,00
2016;10,00
2015;18,00
2016;18,00
2015;66,75
2016;5,00
2016;9,60
2016;3,00
2015;112,25
2016;18,00
2016;10,00
2016;5,25
2016;285,05
2016;17,89
2016;18,00
2016;8,17
2016;22,80
2016;31,00
2016;4,50
2016;14,36
2016;11,85
2016;0,30
2016;19,25
2016;20,50
2016;18,00
2016;18,00
2016;27,00
2016;26,25
2016;6,00
2016;30,34
2016;9,00
2016;9,75
2016;18,00
2016;64,25
2016;67,32
2016;10,00
2016;9,18
2016;4,00
2016;33,25
2016;133,55
2016;6,00
2016;7,09
2016;31,32
2016;65,15
2016;6,08
2016;6,00
2016;6,00
2016;150,00
2016;13,80
2016;10,00
2016;7,00
2016;6,00
2016;6,00
2016;9,00
2016;40,00
2016;32,00
2016;41,60
2016;6,00
2016;4,80
2016;27,00
2016;223,50
2016;33,25
2016;25,80
2016;8,15
2016;28,00
2016;26,70
2016;10,00
2016;4,50
2016;63,23
2016;99,90
2016;27,68
2016;181,67
2016;37,79
2016;4,00
2016;24,00
2016;111,15
2016;158,00
2016;35,00
2016;13,50
2016;28,59
2016;73,82
2016;4,00
2016;4,50
2016;23,63
2016;12,00
2016;6,00
2016;40,33
2016;9,80
2016;208,20
2016;7,50
2016;21,75
2016;28,95
2016;40,00
2016;46,85
2016;58,50
2016;23,25
2016;21,00
2016;14,58
2016;26,50
2016;55,00
2016;315,79
2016;178,85
2016;49,25
2016;4,00
2016;33,00
2016;67,50
2016;125,63
2016;11,25
2016;66,25
2016;75,85
2016;9,00
2016;22,00
2016;4,50
2016;3,00
2016;33,00
2016;9,00
2016;30,77
2016;36,00
2016;24,00
2016;3,00
2016;79,05
2016;5,00
2016;4,50
2016;7,80
2016;4,00
2016;4,50
2016;157,70
2016;27,12
2016;46,80
2016;68,11
2016;36,60
2016;13,20
2016;23,00
2016;27,00
2016;67,50
2016;14,00
2016;20,00
2016;9,00
2016;2,00
2016;19,75
2016;77,21
2016;4,05
2016;45,50
2016;22,00
2016;64,40
2016;16,80
2016;60,58
2016;20,00
2016;13,99
2016;24,75
2016;28,06
2016;33,93
2016;34,50
2016;26,49
2016;12,00
2016;9,95
2016;81,25
2016;3,00
2016;24,00
2016;16,50
2016;7,00
2016;490,02
2016;60,00
2016;497,04
2016;17,00
2016;105,25
2016;6,00
2016;10,00
2016;358,00
2016;40,00
2016;417,18
2016;64,00
2016;8,00
2016;78,06
2016;146,11
2016;6,75
2016;22,99
2016;29,00
2016;7,00
2016;27,75
2016;43,75
2016;10,61
2016;9,00
2016;80,08
2016;25,00
2016;18,00
2016;0,30
2016;17,50
2016;12,75
2016;42,42
2016;11,00
2016;36,00
2016;24,00
2016;6,25
2016;103,74
2016;21,00
2016;5,25
2016;6,80
2016;20,00
2016;7,50
2016;25,50
2016;116,01
2016;453,60
2016;346,95
2016;200,00
2016;13,00
2016;351,45
2016;163,23
2016;35,00
2016;88,05
2016;11,25
2016;31,73
2016;54,71
2016;87,89
2016;223,50
2016;446,88
2016;156,75
2016;87,45
2016;21,00
2016;12,00
2016;21,26
2016;33,25
2016;8,25
2016;4,59
2016;88,22
2016;245,00
2016;15,00
2016;110,00
2016;15,00
2016;3,75
2016;9,00
2016;63,75
2016;139,50
2016;90,00
2016;20,35
2016;18,00
2016;6,00
2016;9,85
2016;38,25
2016;160,85
2016;24,75
2016;2,25
2016;272,71
2016;158,18
2016;21,60
2016;96,60
2016;6,00
2016;18,00
2016;28,00
2016;6,00
2016;23,29
2016;24,75
2016;335,77
2016;139,45
2016;7,00
2016;0,60
2016;4,05
2016;217,45
2016;7,00
2016;30,50
2016;49,43
2016;50,10
2016;195,50
2016;9,00
2016;6,75
2016;0,60
2016;339,00
2016;21,00
2016;3,00
2016;18,00
2016;23,00
2016;190,20
2016;14,58
2016;12,15
2016;10,00
2016;56,40
2016;42,00
2016;9,75
2016;22,00
2016;163,09
2016;2,25
2016;210,92
2016;20,00
2016;47,50
2016;1,80
2016;23,50
2016;14,25
2016;154,24
2016;171,25
2016;31,55
2016;204,50
2016;7,00
2016;88,98
2016;78,03
2016;10,80
2016;12,09
2016;32,00
2016;22,50
2016;84,30
2016;5,25
2016;157,44
2016;20,50
2016;2,25
2016;237,03
2016;22,28
2016;54,75
2016;150,00
2016;66,24
2016;325,00
2016;12,25
2016;57,75
2016;372,90
2016;64,95
2016;24,38
2016;12,15
2016;9,00
2016;16,60
2016;32,58
2016;18,25
2016;70,65
2016;24,30
2016;89,50
2016;40,00
2016;91,58
2016;9,00
2016;28,00
2016;35,22
2016;90,00
2016;205,86
2016;30,00
2016;7,75
2016;4,50
2016;4,20
2016;4,50
2016;91,75
2016;85,00
2016;20,00
2016;20,25
2016;35,00
2016;104,55
2016;68,70
2016;33,36
2016;28,62
2016;17,25
2016;66,63
2016;251,15
2016;15,00
2016;23,91
2016;187,64
2016;17,00
2016;16,20
2016;14,18
2016;58,50
2016;50,89
2016;167,32
2016;13,00
2016;18,00
2016;31,82
2016;12,25
2016;40,50
2016;27,72
2016;30,46
2016;24,00
2016;74,99
2016;17,00
2016;82,90
2016;103,55
2016;29,25
2016;14,00
2016;26,25
2016;22,00
2016;333,36
2016;52,00
2016;29,25
2016;30,50
2016;72,50
2016;24,00
2016;397,00
2016;21,00
2016;58,57
2016;190,60
2016;9,45
2016;3,00
2016;162,00
2016;24,30
2016;3,00
2016;3,00
2016;20,70
2016;94,10
2016;14,00
2016;4,50
2016;28,31
2016;407,17
2016;15,00
2016;32,50
2016;81,35
2016;12,25
2016;197,58
2016;56,47
2016;419,02
2016;6,75
2016;9,00
2016;13,77
2016;28,97
2016;4,50
2016;6,75
2016;9,60
2016;24,30
2016;12,08
2016;199,08
2016;10,00
2016;43,00
2016;469,25
2016;133,95
2016;448,00
2016;23,25
2016;11,60
2016;15,00
2016;30,00
2016;30,00
2016;11,25
2016;87,81
2016;69,95
2016;26,25
2016;48,75
2016;13,50
2016;48,00
2016;60,66
2016;791,00
2016;137,50
2016;16,20
2016;20,42
2016;153,35
2016;103,61
2016;8,10
2016;779,53
2016;22,50
2016;55,78
2016;13,25
2016;19,73
2016;321,56
2016;196,02
2016;6,80
2016;15,00
2016;10,10
2016;156,42
2016;13,75
2016;27,09
2016;4,40
2016;429,31
2016;20,00
2016;13,00
2016;12,00
2016;6,45
2016;87,90
2016;152,79
2016;6,12
2016;3,00
2016;485,44
2016;41,40
2016;6,69
2016;37,00
2016;76,81
2016;33,87
2016;384,67
2016;13,77
2016;12,00
2016;10,00
2016;127,03
2016;45,00
2016;14,00
2016;490,00
2016;160,25
2016;10,00
2017;845,85
2016;28,28
2016;4,59
2016;106,25
2016;491,31
2016;6,80
2016;19,00
2016;595,72
2016;6,80
2016;249,41
2016;23,75
2016;42,34
2016;355,56
2016;86,25
2016;44,15
2016;16,25
2016;34,75
2016;6,80
2016;558,00
2016;4,50
2016;35,00
2016;28,36
2016;35,00
2019;147,15
2016;13,00
2016;10,35
2016;35,75
2016;11,00
2016;6,80
2016;56,60
2016;27,00
2016;6,80
2016;44,85
2016;260,84
2016;101,31
2016;12,00
2016;7,06
2016;80,48
2016;21,60
2016;89,11
2016;17,25
2016;90,84
2016;45,75
2016;36,58
2016;142,00
2016;10,60
2016;81,00
2016;15,50
2016;9,00
2016;65,00
2016;76,25
2016;408,71
2016;38,25
2016;45,00
2016;500,00
2016;12,33
2016;500,00
2016;500,00
2017;42,08
2016;395,00
2016;259,20
2016;29,75
2016;19,50
2016;374,00
2017;12,00
2016;3,00
2016;500,00
2016;26,50
2017;10,50
2016;95,00
2016;16,08
2016;18,00
2016;3,00
2016;490,00
2016;46,41
2016;32,00
2016;59,47
2016;206,93
2016;37,71
2016;15,25
2016;40,00
2016;9,00
2016;2,25
2016;93,00
2016;9,85
2016;27,00
2016;446,84
2016;15,00
2016;9,75
2016;225,00
2016;400,00
2016;167,40
2016;20,25
2016;23,44
2016;9,00
2016;12,00
2016;284,00
2016;212,10
2016;66,00
2016;61,25
2016;21,75
2016;30,00
2016;18,00
2016;30,00
2016;15,00
2016;26,50
2016;17,95
2016;9,00
2016;61,80
2016;13,25
2016;84,50
2016;477,56
2016;9,00
2016;41,00
2016;3,00
2016;132,00
2016;15,00
2016;219,00
2016;24,75
2016;7,95
2016;470,01
2016;260,40
2016;24,25
2016;0,60
2016;615,75
2016;13,25
2016;69,39
2016;11,00
2016;22,65
2016;10,00
2016;444,95
2016;1.000,00
2016;82,11
2016;20,41
2016;11,00
2016;39,99
2016;36,00
2016;280,26
2016;500,00
2016;500,00
2016;42,25
2016;120,00
2016;261,62
2016;17,25
2016;613,00
2016;30,09
2016;132,75
2016;15,00
2016;150,00
2016;84,09
2016;117,45
2016;28,11
2016;11,00
2016;121,50
2016;86,77
2016;173,00
2016;168,00
2016;341,70
2016;102,35
2016;290,00
2016;515,00
2016;495,41
2016;201,94
2016;553,09
2016;478,30
2016;186,40
2016;399,76
2016;259,66
2016;507,46
2016;257,16
2016;702,00
2016;381,00
2016;100,00
2016;229,35
2016;512,03
2016;305,00
2016;450,00
2016;794,03
2016;460,00
2016;55,76
2016;54,00
2016;329,05
2016;256,79
2016;12,60
2016;37,50
2016;23,25
2016;35,00
2016;220,73
2016;446,37
2016;39,59
2016;203,94
2016;421,76
2016;22,00
2016;956,73
2016;120,00
2016;71,20
2016;3,00
2016;18,36
2016;24,30
2016;2,30
2016;18,30
2016;22,50
2016;69,75
2016;369,06
2016;78,25
2016;72,30
2016;43,00
2016;21,00
2016;70,05
2016;119,16
2016;490,86
2016;327,95
2016;685,50
2016;84,87
2016;48,00
2016;486,57
2016;9,00
2016;72,08
2016;325,00
2016;161,75
2016;132,50
2016;17,00
2016;56,00
2016;65,11
2016;19,18
2016;316,90
2016;59,06
2016;57,35
2016;32,27
2016;8,12
2016;9,14
2016;327,02
2016;338,12
2016;240,18
2016;334,10
2016;223,99
2016;290,32
2016;378,00
2016;399,93
2016;375,98
2016;246,00
2016;132,16
2016;101,28
2016;76,00
2016;228,14
2016;83,00
2016;167,00
2016;840,23
2016;73,84
2016;185,45
2016;337,98
2016;469,08
2016;515,00
2016;109,48
2016;272,76
2016;314,81
2016;185,58
2016;164,32
2016;176,00
2016;107,89
2016;285,59
2016;12,00
2016;154,01
2016;15,00
2016;121,50
2016;196,97
2016;470,85
2016;110,03
2016;372,63
2016;242,51
2016;60,00
2016;30,00
2016;108,82
2016;15,53
2016;35,00
2016;14,00
2016;12,18
2016;382,50
2016;30,00
2016;143,10
2016;349,00
2016;43,85
2016;500,00
2016;5,25
2016;360,75
2016;30,00
2016;390,00
2016;34,61
2016;62,00
2016;23,36
2016;101,75
2016;21,44
2016;26,80
2016;272,25
2016;3,00
2016;58,65
2016;373,00
2016;7,20
2016;192,02
2016;80,40
2016;5,25
2016;10,80
2016;30,00
2016;116,99
2016;410,85
2016;500,00
2016;10,80
2016;30,00
2016;18,00
2016;30,00
2016;98,63
2016;30,00
2016;40,75
2016;3,00
2017;9,25
2016;735,73
2016;3,06
2016;334,00
2016;44,25
2016;3,00
2016;466,67
2016;5,25
2016;33,55
2016;461,75
2016;419,30
2016;275,80
2016;585,05
2016;96,75
2016;181,35
2017;11,25
2016;279,91
2016;87,35
2016;3,06
2017;165,50
2016;193,36
2016;200,00
2016;6,00
2016;56,32
2016;108,34
2017;4,50
2016;190,50
2016;33,44
2016;500,00
2016;11,75
2016;8,50
2016;88,11
2016;5,25
2016;364,43
2016;495,00
2017;15,00
2016;0,60
2016;321,50
2017;102,25
2017;260,00
2016;18,00
2016;63,75
2016;10,50
2016;527,02
2016;97,50
2016;469,89
2016;21,75
2017;48,25
2017;63,10
2016;507,00
2016;340,75
2016;494,00
2016;407,50
2016;439,00
2017;63,75
2016;12,36
2017;9,75
2016;495,00
2019;159,98
2017;17,55
2016;495,00
2019;209,90
2016;220,00
2016;385,00
2016;385,00
2016;495,00
2016;495,00
2016;275,00
2016;330,00
2016;275,00
2016;385,00
2016;385,00
2016;385,00
2016;440,00
2016;385,00
2016;550,00
2016;495,00
2016;495,00
2016;385,00
2016;495,00
2016;495,00
2017;21,00
2017;3,75
2016;110,70
2017;12,04
2017;64,00
2017;16,50
2017;7,00
2017;130,56
2017;40,75
2017;4,50
2017;90,15
2017;46,50
2017;193,58
2017;5,25
2017;46,00
2017;52,25
2017;21,36
2017;44,25
2017;10,00
2017;12,00
2017;160,00
2020;21,58
2017;103,17
2017;13,25
2017;227,00
2017;19,80
2017;129,35
2017;32,00
2017;57,26
2017;71,09
2017;27,00
2017;50,50
2017;70,00
2017;1,20
2017;9,00
2017;0,60
2017;4,50
2017;45,43
2017;304,64
2017;373,00
2017;43,89
2017;174,00
2017;34,99
2017;1,20
2017;30,21
2017;13,50
2017;149,00
2017;188,96
2017;14,00
2017;6,25
2017;42,75
2017;495,00
2017;3,00
2017;77,00
2017;137,92
2017;93,60
2017;140,00
2017;271,00
2017;101,25
2017;8,87
2017;500,00
2017;7,00
2017;3,00
2017;9,00
2017;9,15
2017;10,08
2017;6,00
2017;13,80
2017;12,00
2017;5,25
2017;18,84
2017;12,00
2017;23,00
2017;42,40
2017;500,00
2017;27,50
2017;9,50
2017;55,00
2017;96,30
2017;105,50
2017;18,00
2017;500,00
2017;23,40
2017;17,00
2017;27,50
2017;24,00
2017;14,36
2017;80,00
2018;50,79
2017;140,95
2017;373,00
2017;20,45
2017;40,00
2017;2,40
2017;24,00
2017;291,97
2017;17,00
2017;10,00
2017;101,51
2017;631,29
2017;612,95
2017;1,20
2017;18,00
2017;12,00
2017;28,50
2017;9,00
2017;3,30
2017;340,00
2017;9,00
2017;7,50
2017;515,63
2017;438,95
2017;38,20
2017;14,00
2017;201,55
2017;9,00
2017;21,00
2017;10,50
2017;19,65
2017;68,25
2017;16,50
2017;3,75
2017;46,67
2017;202,51
2017;15,00
2017;10,50
2017;435,25
2017;827,51
2017;262,00
2017;21,06
2017;35,40
2017;194,75
2017;29,40
2017;43,50
2017;69,25
2017;46,78
2017;124,54
2017;12,59
2017;22,50
2017;380,50
2017;13,25
2017;228,75
2017;80,25
2017;12,15
2017;72,10
2017;77,85
2017;233,05
2017;25,00
2017;86,25
2017;108,49
2017;74,60
2017;204,85
2017;134,54
2017;98,00
2017;4,50
2017;9,00
2017;25,71
2017;6,00
2017;72,35
2017;34,60
2017;418,00
2017;13,50
2017;4,50
2017;31,00
2017;351,36
2017;95,00
2017;22,25
2017;7,00
2017;112,60
2017;8,75
2017;15,00
2017;28,40
2017;7,00
2017;14,00
2017;3,00
2017;28,00
2017;45,00
2017;18,15
2017;211,36
2017;6,00
2017;39,49
2017;95,18
2017;13,16
2017;25,65
2017;7,00
2017;180,82
2019;34,50
2017;134,10
2017;6,00
2017;28,50
2017;9,40
2017;82,05
2017;12,00
2017;108,31
2017;11,50
2017;4,50
2017;143,54
2017;12,31
2017;66,00
2017;53,00
2017;7,00
2017;21,00
2017;6,00
2017;68,25
2017;417,69
2017;6,18
2017;21,00
2017;13,00
2017;120,00
2017;15,30
2017;250,50
2017;45,14
2017;39,50
2017;32,00
2017;119,10
2017;4,05
2017;493,96
2017;490,51
2017;13,50
2017;3,00
2017;14,00
2017;62,80
2017;141,75
2017;12,00
2017;139,89
2017;4,86
2017;10,25
2017;189,66
2017;21,00
2017;81,00
2017;73,25
2017;9,10
2017;9,00
2017;12,35
2017;47,75
2017;7,35
2017;15,50
2017;5,25
2017;8,00
2017;4,50
2017;3,00
2017;76,50
2017;19,53
2017;10,00
2017;13,50
2017;3,00
2017;10,50
2017;305,06
2017;76,05
2017;20,75
2017;447,67
2017;13,50
2017;48,00
2017;72,00
2017;101,75
2017;120,39
2017;12,00
2017;30,00
2017;16,50
2018;90,50
2018;528,66
2017;5,25
2018;51,50
2018;176,78
2018;59,54
2018;25,35
2018;13,60
2018;310,41
2017;12,00
2018;109,95
2018;500,00
2018;17,24
2018;15,00
2017;40,00
2017;34,50
2018;36,74
2018;433,60
2018;1.268,00
2017;206,74
2017;5,25
2017;28,00
2017;7,00
2018;129,00
2018;9,15
2018;3,00
2017;16,32
2017;13,00
2017;32,00
2017;25,05
2017;5,25
2017;11,00
2017;39,00
2017;491,90
2017;73,00
2017;21,00
2017;8,25
2017;141,78
2017;88,41
2017;250,20
2017;40,00
2017;16,00
2017;32,50
2017;27,78
2017;356,30
2017;10,60
2017;16,00
2017;139,25
2017;148,32
2017;141,00
2017;4,00
2017;3,00
2017;9,00
2017;51,20
2017;82,01
2017;27,18
2017;227,67
2017;4,50
2017;76,50
2017;36,00
2017;24,10
2017;13,35
2017;24,38
2017;74,80
2017;17,18
2017;3,00
2017;106,45
2017;159,33
2017;6,00
2017;8,75
2017;52,70
2017;124,28
2017;6,00
2017;11,48
2017;0,30
2017;17,43
2017;17,00
2017;6,00
2017;24,00
2017;9,00
2017;60,80
2017;32,00
2017;33,60
2017;12,50
2017;16,44
2017;5,25
2017;19,25
2017;359,00
2017;6,00
2017;9,00
2017;21,00
2017;13,00
2017;23,25
2017;0,60
2017;4,00
2017;210,12
2017;240,95
2017;4,05
2017;19,50
2017;45,56
2017;21,00
2018;50,00
2017;9,00
2017;107,33
2018;275,76
2017;1,20
2017;19,00
2017;80,58
2017;95,00
2017;11,50
2017;5,05
2017;398,97
2017;24,75
2017;0,30
2017;66,00
2017;21,25
2017;68,60
2017;19,00
2017;12,00
2017;45,20
2017;19,00
2017;131,34
2017;149,85
2017;0,30
2017;122,32
2017;28,25
2017;231,03
2017;39,00
2017;161,51
2017;70,75
2017;4,05
2019;3,00
2017;18,00
2017;11,80
2017;11,00
2017;11,65
2017;230,12
2017;40,50
2017;146,75
2017;60,21
2017;12,00
2017;270,34
2017;9,00
2017;94,16
2017;121,50
2018;40,00
2017;10,00
2017;224,46
2017;32,50
2017;18,00
2017;12,00
2017;20,50
2017;18,26
2017;35,70
2017;6,25
2017;1,20
2017;3,06
2017;13,00
2017;5,25
2017;13,00
2017;26,13
2017;30,00
2017;182,75
2017;30,00
2017;5,25
2017;167,00
2017;7,50
2017;214,90
2017;39,80
2017;25,50
2017;374,35
2017;124,00
2017;7,91
2017;4,50
2017;576,00
2017;9,14
2017;150,00
2017;24,60
2017;18,00
2017;29,55
2017;2,25
2017;59,25
2017;8,10
2017;28,50
2017;431,29
2017;9,75
2017;41,25
2017;24,00
2017;79,75
2017;10,11
2017;23,25
2017;4,50
2017;61,50
2017;12,24
2017;107,96
2017;33,00
2017;8,50
2018;69,00
2017;36,00
2017;121,58
2017;18,36
2017;158,50
2017;70,50
2017;41,00
2017;434,04
2017;81,09
2017;4,50
2017;37,50
2017;115,55
2017;55,30
2017;7,00
2017;10,50
2017;44,00
2017;22,00
2017;14,40
2017;41,90
2017;78,57
2017;5,25
2017;4,50
2017;8,00
2017;34,75
2017;51,95
2017;31,77
2017;13,50
2017;109,20
2017;22,00
2017;43,15
2017;0,30
2017;5,35
2017;536,18
2017;5,25
2018;29,36
2017;431,44
2017;305,25
2017;273,22
2017;196,75
2017;37,75
2017;0,60
2017;3,00
2017;0,40
2017;4,00
2017;9,60
2017;369,38
2017;26,00
2017;10,50
2017;22,00
2017;5,25
2017;179,50
2017;285,19
2017;69,45
2017;108,34
2017;12,00
2017;0,30
2018;36,10
2017;65,10
2017;69,75
2019;9,00
2017;220,75
2017;6,00
2017;409,94
2017;5,25
2017;413,72
2017;4,00
2019;8,75
2017;3,00
2017;3,00
2017;51,98
2017;3,00
2017;107,78
2017;16,00
2017;27,00
2017;24,60
2017;57,55
2017;299,38
2017;260,00
2017;4,00
2017;42,16
2017;15,40
2017;44,25
2017;57,12
2018;67,50
2017;49,00
2017;528,85
2017;92,05
2017;330,00
2017;52,11
2017;140,25
2017;10,00
2017;18,00
2017;3,92
2017;13,01
2017;132,05
2017;42,50
2017;6,25
2017;61,25
2017;25,15
2017;112,50
2017;3,00
2017;13,50
2017;228,00
2017;10,00
2017;6,00
2017;241,90
2017;12,75
2017;86,57
2017;47,15
2017;13,75
2017;22,00
2017;19,50
2017;111,98
2017;6,00
2017;15,00
2017;9,00
2017;31,10
2017;24,48
2017;3,00
2017;55,37
2017;55,30
2017;128,00
2017;5,85
2017;27,20
2017;18,00
2017;10,20
2017;184,59
2017;69,75
2017;13,77
2017;30,75
2017;22,00
2017;175,35
2017;42,00
2017;70,00
2018;202,25
2017;43,70
2017;378,42
2017;18,00
2017;24,42
2017;3,00
2017;7,50
2017;63,71
2017;9,00
2017;29,95
2017;9,95
2017;96,19
2017;3,06
2017;259,08
2017;414,00
2017;11,51
2017;9,00
2017;19,50
2017;44,00
2017;64,00
2017;6,00
2017;33,25
2017;71,35
2017;19,50
2017;253,74
2017;446,00
2017;133,73
2017;5,25
2017;24,00
2017;9,75
2017;18,75
2017;29,65
2017;9,75
2017;389,62
2017;32,74
2017;9,14
2017;30,00
2017;6,00
2017;3,00
2018;26,25
2017;198,45
2017;10,00
2017;139,60
2017;4,80
2017;7,00
2017;6,00
2017;350,00
2019;12,00
2017;15,00
2017;30,00
2019;30,80
2017;85,00
2017;40,00
2017;9,00
2017;9,00
2017;24,27
2017;97,00
2017;17,00
2017;9,00
2017;3,81
2017;119,18
2017;13,50
2017;6,00
2018;9,40
2017;16,74
2017;24,00
2017;34,25
2017;18,00
2017;3,00
2017;12,70
2017;39,75
2017;24,30
2017;4,50
2017;9,00
2017;124,70
2017;55,25
2017;160,00
2017;7,00
2017;7,00
2017;83,75
2017;12,00
2017;385,44
2017;12,75
2017;10,60
2017;133,76
2017;3,00
2017;89,10
2017;15,75
2017;11,50
2017;162,25
2018;22,21
2017;26,00
2017;79,00
2019;4,50
2017;15,23
2019;223,73
2017;14,59
2017;90,25
2017;3,00
2017;15,84
2017;29,58
2017;30,60
2017;9,00
2017;224,75
2017;24,00
2017;12,75
2017;30,45
2017;24,00
2017;122,40
2017;51,00
2017;143,67
2017;105,75
2017;267,00
2017;69,75
2017;153,90
2017;43,50
2017;454,75
2018;200,00
2017;219,73
2017;0,30
2017;16,00
2017;124,75
2017;49,75
2019;90,52
2017;10,00
2017;15,00
2017;39,80
2017;54,20
2017;272,50
2017;159,00
2017;27,00
2017;12,00
2017;2,80
2017;12,00
2017;52,70
2017;21,00
2017;5,19
2017;4,50
2018;67,00
2018;6,75
2017;21,60
2017;13,00
2017;147,00
2017;409,58
2017;4,80
2017;12,50
2017;37,13
2017;224,10
2017;4,89
2017;48,00
2017;55,89
2017;184,65
2020;9,18
2017;297,57
2017;48,75
2017;13,00
2017;100,25
2018;46,05
2017;81,59
2017;163,49
2017;171,95
2017;70,00
2017;15,75
2017;10,50
2017;19,33
2017;59,20
2017;6,00
2017;22,00
2017;25,25
2018;19,00
2017;103,55
2017;114,99
2017;24,30
2017;88,23
2017;49,52
2017;163,15
2017;7,00
2018;13,15
2017;0,30
2017;7,00
2018;212,25
2017;18,00
2017;232,00
2017;11,10
2017;30,00
2017;182,75
2018;15,00
2018;0,40
2017;54,72
2017;15,20
2017;65,34
2017;100,25
2017;151,60
2017;4,20
2017;3,00
2017;0,30
2018;98,50
2017;14,00
2018;467,02
2017;20,00
2017;22,80
2017;63,10
2017;10,00
2017;46,00
2017;180,00
2017;14,00
2017;52,70
2017;10,00
2017;9,30
2017;121,43
2017;84,50
2017;17,00
2018;6,00
2017;22,00
2017;16,20
2017;3,05
2017;17,15
2018;45,53
2017;261,25
2017;126,00
2017;34,50
2017;2,25
2018;94,50
2017;0,30
2017;17,82
2017;5,00
2017;183,02
2017;12,00
2017;21,75
2017;42,00
2017;18,00
2017;36,00
2018;14,00
2017;28,00
2017;10,20
2017;77,00
2017;27,00
2017;15,00
2017;16,88
2017;7,80
2017;19,25
2018;112,50
2017;68,75
2017;162,75
2017;6,60
2017;41,54
2018;32,25
2017;11,48
2017;92,81
2017;14,00
2017;90,00
2017;15,80
2017;18,51
2017;113,40
2017;11,00
2017;83,00
2017;40,35
2017;9,00
2017;137,20
2017;10,00
2017;29,50
2017;4,00
2017;11,65
2017;15,00
2017;23,75
2017;27,00
2017;250,00
2017;105,49
2017;226,00
2017;0,90
2017;22,00
2017;141,75
2017;278,97
2017;12,00
2017;25,00
2017;4,00
2017;0,30
2017;66,65
2017;20,00
2017;141,61
2017;61,20
2017;156,06
2017;64,50
2017;13,00
2017;12,60
2017;20,85
2017;114,75
2017;45,56
2018;14,00
2017;28,00
2017;8,12
2017;51,95
2017;18,00
2017;9,50
2017;4,00
2017;18,30
2017;40,50
2017;37,05
2017;50,45
2017;21,00
2018;31,50
2017;12,00
2017;532,78
2018;224,75
2017;26,33
2017;0,90
2017;10,50
2017;32,00
2017;20,00
2017;89,25
2017;6,17
2017;35,36
2018;174,55
2018;7,50
2018;28,70
2017;18,00
2018;30,00
2017;13,01
2017;20,00
2017;14,00
2017;75,00
2017;61,28
2018;733,84
2017;4,50
2018;12,00
2017;4,00
2017;18,00
2017;7,50
2017;138,80
2017;16,54
2017;71,00
2017;45,75
2017;150,75
2017;24,00
2017;275,35
2017;20,25
2017;54,20
2017;6,75
2018;29,70
2017;36,00
2017;108,00
2017;24,30
2017;49,80
2017;19,50
2018;23,36
2017;55,70
2017;14,10
2017;91,65
2017;9,00
2020;13,00
2017;174,60
2017;26,00
2018;562,73
2017;71,55
2017;10,00
2017;8,32
2017;0,30
2017;19,00
2017;43,00
2017;14,55
2018;28,20
2017;17,00
2017;75,75
2017;30,28
2017;39,75
2017;1,80
2017;3,75
2017;26,24
2017;33,00
2017;94,28
2019;17,60
2018;11,25
2017;36,45
2017;149,00
2017;18,00
2017;15,00
2017;55,25
2017;124,63
2017;78,00
2017;2,25
2017;69,46
2017;10,05
2017;47,59
2017;40,25
2017;1,20
2017;12,00
2017;445,10
2017;17,00
2018;418,45
2018;33,00
2018;195,34
2017;9,00
2017;136,22
2017;15,75
2017;35,60
2017;11,00
2017;20,00
2017;18,00
2017;28,35
2017;94,50
2017;22,00
2017;15,00
2017;247,29
2017;41,00
2017;31,75
2017;35,00
2017;12,00
2017;9,15
2017;24,00
2018;8,25
2017;81,36
2018;56,35
2018;9,00
2018;422,55
2017;8,00
2018;27,00
2017;8,00
2017;112,55
2018;15,00
2017;6,00
