Esforço PF;Ano;Data Assinatura Anexo 4/5 Prest. Serv.;Data de Aprovação do Titular;Mês;ANO_ASSIN;TEMPO_ENTREGA
5,0;2011;2012-01-16;2011-03-01;01/03/11;2012,0;321,0
35,96;2011;2013-10-01;2011-06-20;01/06/11;2013,0;834,0
934,04;2011;2016-01-21;2011-03-08;01/03/11;2016,0;1780,0
1361,45;2011;2016-01-25;2011-02-27;01/02/11;2016,0;1793,0
306,0;2011;2015-10-20;2011-02-27;01/02/11;2015,0;1696,0
3503,88;2011;2016-01-25;2011-02-27;01/02/11;2016,0;1793,0
318,24;2011;2016-02-17;2011-02-27;01/02/11;2016,0;1816,0
769,57;2011;2014-12-10;2011-02-27;01/02/11;2014,0;1382,0
4,5;2011;2014-05-08;2011-02-25;01/02/11;2014,0;1168,0
13,5;2011;2015-09-15;2011-03-04;01/03/11;2015,0;1656,0
138,0;2011;2012-06-29;2011-03-02;01/03/11;2012,0;485,0
3,0;2011;2014-09-22;2011-03-01;01/03/11;2014,0;1301,0
4,5;2011;2014-11-05;2011-03-01;01/03/11;2014,0;1345,0
328,0;2011;2013-12-09;2011-02-25;01/02/11;2013,0;1018,0
11,9;2011;2012-05-07;2011-03-03;01/03/11;2012,0;431,0
12,0;2011;2011-05-06;2011-03-03;01/03/11;2011,0;64,0
38,0;2011;2014-05-29;2011-03-11;01/03/11;2014,0;1175,0
96,0;2011;2013-12-20;2011-03-10;01/03/11;2013,0;1016,0
80,45;2011;2017-02-08;2011-03-11;01/03/11;2017,0;2161,0
69,0;2011;2012-06-05;2011-03-18;01/03/11;2012,0;445,0
3,0;2011;2011-06-16;2011-03-17;01/03/11;2011,0;91,0
34,0;2011;2011-05-10;2011-03-23;01/03/11;2011,0;48,0
10,0;2011;2013-09-06;2011-03-18;01/03/11;2013,0;903,0
222,0;2011;2012-09-17;2011-03-18;01/03/11;2012,0;549,0
155,0;2011;2013-10-01;2011-03-18;01/03/11;2013,0;928,0
15,79;2017;2017-10-10;2017-04-10;01/04/17;2017,0;183,0
13,0;2011;2014-11-07;2011-03-23;01/03/11;2014,0;1325,0
37,0;2011;2011-04-20;2011-03-23;01/03/11;2011,0;28,0
8,5;2011;2011-05-12;2011-03-23;01/03/11;2011,0;50,0
52,0;2011;2014-03-26;2011-03-25;01/03/11;2014,0;1097,0
34,0;2011;2012-05-04;2011-03-29;01/03/11;2012,0;402,0
1,0;2011;2012-01-06;2011-03-28;01/03/11;2012,0;284,0
7,0;2011;2013-08-05;2011-03-29;01/03/11;2013,0;860,0
6,0;2011;2013-04-18;2011-04-06;01/04/11;2013,0;743,0
30,0;2011;2012-06-12;2011-04-01;01/04/11;2012,0;438,0
179,0;2011;2012-11-08;2011-03-31;01/03/11;2012,0;588,0
363,23;2011;2017-04-26;2011-03-31;01/03/11;2017,0;2218,0
6,0;2011;2011-06-16;2011-03-31;01/03/11;2011,0;77,0
56,0;2011;2012-03-19;2011-04-02;01/04/11;2012,0;352,0
43,0;2011;2012-02-28;2011-04-04;01/04/11;2012,0;330,0
1,0;2011;2012-02-13;2011-04-04;01/04/11;2012,0;315,0
488,13;2011;2014-10-03;2011-04-06;01/04/11;2014,0;1276,0
24,0;2011;2011-04-29;2011-04-05;01/04/11;2011,0;24,0
18,0;2011;2011-05-03;2011-04-05;01/04/11;2011,0;28,0
4,5;2011;2014-05-06;2011-04-05;01/04/11;2014,0;1127,0
12,24;2011;2014-05-06;2011-04-05;01/04/11;2014,0;1127,0
84,0;2011;2011-11-21;2011-04-06;01/04/11;2011,0;229,0
6,0;2011;2011-05-24;2011-04-06;01/04/11;2011,0;48,0
65,5;2011;2014-03-21;2011-04-13;01/04/11;2014,0;1073,0
4,0;2011;2011-08-11;2011-04-13;01/04/11;2011,0;120,0
19,0;2011;2011-05-30;2011-04-12;01/04/11;2011,0;48,0
63,0;2011;2011-07-28;2011-04-12;01/04/11;2011,0;107,0
32,58;2011;2014-04-07;2011-04-10;01/04/11;2014,0;1093,0
4,0;2011;2011-06-09;2011-04-08;01/04/11;2011,0;62,0
61,0;2011;2011-09-23;2011-04-13;01/04/11;2011,0;163,0
22,0;2011;2011-06-14;2011-04-12;01/04/11;2011,0;63,0
20,55;2013;2014-05-07;2013-10-31;01/10/13;2014,0;188,0
22,8;2014;2014-10-30;2014-07-25;01/07/14;2014,0;97,0
62,0;2012;2012-06-06;2012-03-06;01/03/12;2012,0;92,0
10,0;2011;2011-05-03;2011-04-18;01/04/11;2011,0;15,0
3,0;2011;2014-04-24;2011-04-19;01/04/11;2014,0;1101,0
5,0;2011;2012-03-13;2011-04-19;01/04/11;2012,0;329,0
140,0;2011;2011-12-06;2011-04-19;01/04/11;2011,0;231,0
3,0;2011;2013-07-22;2011-04-21;01/04/11;2013,0;823,0
375,6;2011;2012-12-07;2011-04-26;01/04/11;2012,0;591,0
6,0;2011;2013-11-29;2011-04-27;01/04/11;2013,0;947,0
8,0;2011;2011-05-30;2011-04-27;01/04/11;2011,0;33,0
4,5;2011;2014-09-24;2011-04-28;01/04/11;2014,0;1245,0
33,34;2011;2014-01-28;2011-04-29;01/04/11;2014,0;1005,0
1,0;2011;2012-01-06;2011-05-02;01/05/11;2012,0;249,0
7,0;2011;2012-01-30;2011-05-03;01/05/11;2012,0;272,0
3,0;2011;2011-06-14;2011-05-06;01/05/11;2011,0;39,0
31,1;2011;2012-02-14;2011-05-05;01/05/11;2012,0;285,0
28,0;2011;2012-02-15;2011-05-03;01/05/11;2012,0;288,0
110,0;2011;2012-01-26;2011-05-05;01/05/11;2012,0;266,0
294,75;2011;2015-07-07;2011-05-03;01/05/11;2015,0;1526,0
34,36;2019;2020-05-22;2019-07-03;01/07/19;2020,0;324,0
2,0;2011;2013-06-27;2011-05-11;01/05/11;2013,0;778,0
8,0;2011;2012-03-22;2011-05-09;01/05/11;2012,0;318,0
48,0;2011;2014-01-31;2011-05-11;01/05/11;2014,0;996,0
355,0;2011;2014-02-11;2011-05-11;01/05/11;2014,0;1007,0
44,0;2011;2012-03-07;2011-05-09;01/05/11;2012,0;303,0
44,8;2011;2012-07-10;2011-05-11;01/05/11;2012,0;426,0
28,0;2011;2012-04-09;2011-05-13;01/05/11;2012,0;332,0
0,7;2011;2012-07-04;2011-05-13;01/05/11;2012,0;418,0
131,0;2011;2012-11-29;2011-05-16;01/05/11;2012,0;563,0
82,0;2011;2012-08-15;2011-05-16;01/05/11;2012,0;457,0
30,0;2011;2012-12-07;2011-05-16;01/05/11;2012,0;571,0
533,25;2011;2015-09-23;2011-06-22;01/06/11;2015,0;1554,0
71,0;2011;2011-11-22;2011-05-17;01/05/11;2011,0;189,0
6,0;2011;2014-02-18;2011-05-19;01/05/11;2014,0;1006,0
152,0;2013;2015-10-14;2013-01-20;01/01/13;2015,0;997,0
4,0;2013;2013-03-18;2013-01-18;01/01/13;2013,0;59,0
6,12;2011;2013-10-22;2011-05-23;01/05/11;2013,0;883,0
6,0;2011;2011-05-31;2011-05-23;01/05/11;2011,0;8,0
10,08;2011;2012-02-13;2011-06-09;01/06/11;2012,0;249,0
50,0;2011;2013-12-30;2011-05-24;01/05/11;2013,0;951,0
141,75;2011;2014-02-18;2011-05-25;01/05/11;2014,0;1000,0
24,85;2014;2015-01-20;2014-07-22;01/07/14;2015,0;182,0
56,0;2011;2012-03-13;2011-05-26;01/05/11;2012,0;292,0
18,0;2011;2013-04-15;2011-05-27;01/05/11;2013,0;689,0
151,0;2011;2014-05-29;2011-05-27;01/05/11;2014,0;1098,0
22,23;2011;2018-08-16;2011-05-27;01/05/11;2018,0;2638,0
64,0;2013;2014-01-10;2013-01-20;01/01/13;2014,0;355,0
38,0;2012;2012-03-09;2012-03-06;01/03/12;2012,0;3,0
2,0;2011;2012-01-06;2011-05-30;01/05/11;2012,0;221,0
35,0;2011;2012-08-24;2011-05-31;01/05/11;2012,0;451,0
20,0;2011;2012-04-03;2011-06-01;01/06/11;2012,0;307,0
17,0;2011;2012-10-05;2011-09-13;01/09/11;2012,0;388,0
98,3;2011;2013-02-18;2011-07-21;01/07/11;2013,0;578,0
83,0;2011;2011-12-08;2011-09-16;01/09/11;2011,0;83,0
13,25;2011;2012-05-03;2011-06-24;01/06/11;2012,0;314,0
179,29;2011;2011-10-27;2011-06-01;01/06/11;2011,0;148,0
38,0;2011;2011-09-13;2011-06-13;01/06/11;2011,0;92,0
6,5;2011;2012-04-09;2011-06-03;01/06/11;2012,0;311,0
285,6;2011;2019-03-11;2011-06-02;01/06/11;2019,0;2839,0
12,0;2012;2012-03-20;2012-02-07;01/02/12;2012,0;42,0
2,25;2011;2012-07-03;2011-07-07;01/07/11;2012,0;362,0
330,0;2011;2012-06-12;2011-06-03;01/06/11;2012,0;375,0
208,0;2011;2011-11-17;2011-06-06;01/06/11;2011,0;164,0
102,0;2011;2011-10-14;2011-06-06;01/06/11;2011,0;130,0
172,0;2011;2013-06-03;2011-06-14;01/06/11;2013,0;720,0
41,0;2011;2012-01-04;2011-06-09;01/06/11;2012,0;209,0
56,06;2011;2013-10-01;2011-06-20;01/06/11;2013,0;834,0
5,0;2011;2012-02-02;2011-06-09;01/06/11;2012,0;238,0
5,0;2011;2012-02-10;2011-07-01;01/07/11;2012,0;224,0
86,22;2011;2013-05-21;2011-06-22;01/06/11;2013,0;699,0
98,94;2017;2020-09-09;2017-04-07;01/04/17;2020,0;1251,0
9,0;2011;2012-04-09;2011-06-10;01/06/11;2012,0;304,0
22,0;2011;2011-09-23;2011-06-13;01/06/11;2011,0;102,0
0,6;2011;2012-02-08;2011-06-13;01/06/11;2012,0;240,0
8,8;2011;2012-02-29;2011-06-16;01/06/11;2012,0;258,0
6,0;2011;2012-03-12;2011-06-16;01/06/11;2012,0;270,0
2,4;2011;2012-03-01;2011-06-15;01/06/11;2012,0;260,0
64,79;2011;2013-10-01;2011-06-20;01/06/11;2013,0;834,0
144,01;2011;2013-10-01;2011-06-20;01/06/11;2013,0;834,0
331,71;2011;2017-02-20;2011-06-20;01/06/11;2017,0;2072,0
8,0;2011;2012-03-22;2011-06-30;01/06/11;2012,0;266,0
117,0;2011;2015-04-20;2011-06-30;01/06/11;2015,0;1390,0
14,0;2013;2013-08-14;2013-05-07;01/05/13;2013,0;99,0
6,0;2011;2011-10-03;2011-06-22;01/06/11;2011,0;103,0
79,5;2011;2018-04-26;2011-06-24;01/06/11;2018,0;2498,0
5,25;2011;2019-10-15;2011-06-30;01/06/11;2019,0;3029,0
10,0;2011;2011-08-22;2011-07-04;01/07/11;2011,0;49,0
298,5;2011;2012-04-18;2011-06-24;01/06/11;2012,0;299,0
10,0;2011;2011-10-05;2011-06-24;01/06/11;2011,0;103,0
4,5;2011;2014-11-14;2011-06-29;01/06/11;2014,0;1234,0
69,33;2011;2019-09-16;2011-06-30;01/06/11;2019,0;3000,0
138,97;2011;2013-05-11;2011-07-04;01/07/11;2013,0;677,0
10,0;2015;2015-12-10;2015-01-21;01/01/15;2015,0;323,0
192,0;2011;2013-01-15;2011-06-29;01/06/11;2013,0;566,0
323,0;2011;2012-09-24;2011-07-01;01/07/11;2012,0;451,0
97,53;2014;2015-06-08;2014-07-31;01/07/14;2015,0;312,0
287,17;2011;2016-02-22;2011-06-30;01/06/11;2016,0;1698,0
312,43;2011;2013-09-25;2011-06-30;01/06/11;2013,0;818,0
73,5;2011;2014-10-10;2011-08-02;01/08/11;2014,0;1165,0
23,0;2011;2011-11-18;2011-07-04;01/07/11;2011,0;137,0
32,0;2011;2013-07-23;2011-07-01;01/07/11;2013,0;753,0
6,0;2011;2013-06-27;2011-07-01;01/07/11;2013,0;727,0
1,2;2011;2013-02-04;2011-08-03;01/08/11;2013,0;551,0
27,8;2011;2012-02-09;2011-10-05;01/10/11;2012,0;127,0
243,0;2011;2013-09-12;2011-10-13;01/10/11;2013,0;700,0
3,5;2011;2012-09-10;2011-09-29;01/09/11;2012,0;347,0
20,0;2011;2012-02-28;2011-10-03;01/10/11;2012,0;148,0
24,0;2011;2012-05-16;2011-07-08;01/07/11;2012,0;313,0
32,0;2011;2011-11-24;2011-07-08;01/07/11;2011,0;139,0
43,2;2011;2011-10-05;2011-07-08;01/07/11;2011,0;89,0
148,0;2011;2011-11-22;2011-07-08;01/07/11;2011,0;137,0
68,0;2011;2011-10-31;2011-07-08;01/07/11;2011,0;115,0
77,4;2011;2012-06-15;2011-07-13;01/07/11;2012,0;338,0
15,0;2011;2012-05-09;2011-07-26;01/07/11;2012,0;288,0
9,0;2011;2014-01-09;2011-07-14;01/07/11;2014,0;910,0
167,0;2011;2013-11-14;2011-07-19;01/07/11;2013,0;849,0
6,0;2011;2013-11-29;2011-08-16;01/08/11;2013,0;836,0
6,0;2011;2014-07-16;2011-08-09;01/08/11;2014,0;1072,0
47,0;2011;2012-12-14;2011-07-18;01/07/11;2012,0;515,0
89,0;2011;2015-09-24;2011-07-18;01/07/11;2015,0;1529,0
211,25;2011;2017-02-13;2011-07-18;01/07/11;2017,0;2037,0
96,0;2011;2013-09-03;2011-07-26;01/07/11;2013,0;770,0
96,0;2011;2012-02-01;2011-07-18;01/07/11;2012,0;198,0
44,0;2011;2011-11-24;2011-07-18;01/07/11;2011,0;129,0
3,0;2011;2012-01-16;2011-07-19;01/07/11;2012,0;181,0
5,5;2014;2015-11-06;2014-07-24;01/07/14;2015,0;470,0
2,0;2011;2012-09-10;2011-07-25;01/07/11;2012,0;413,0
12,2;2011;2014-02-03;2011-08-08;01/08/11;2014,0;910,0
10,5;2011;2016-04-22;2011-07-20;01/07/11;2016,0;1738,0
43,0;2011;2012-05-18;2011-07-21;01/07/11;2012,0;302,0
59,0;2011;2013-03-06;2011-07-21;01/07/11;2013,0;594,0
23,0;2011;2012-05-18;2011-07-21;01/07/11;2012,0;302,0
1207,49;2011;2016-01-07;2011-07-21;01/07/11;2016,0;1631,0
51,0;2011;2012-04-10;2011-07-25;01/07/11;2012,0;260,0
90,0;2011;2012-12-07;2011-07-25;01/07/11;2012,0;501,0
80,0;2011;2012-03-21;2011-08-12;01/08/11;2012,0;222,0
56,0;2011;2013-04-16;2011-07-25;01/07/11;2013,0;631,0
6,0;2011;2012-02-02;2011-09-21;01/09/11;2012,0;134,0
14,0;2011;2012-03-21;2011-07-26;01/07/11;2012,0;239,0
11,0;2011;2012-06-06;2011-07-26;01/07/11;2012,0;316,0
106,0;2011;2012-04-03;2011-07-25;01/07/11;2012,0;253,0
30,0;2011;2012-01-17;2011-07-25;01/07/11;2012,0;176,0
16,0;2011;2011-12-06;2011-07-26;01/07/11;2011,0;133,0
4,5;2011;2017-12-06;2011-07-28;01/07/11;2017,0;2323,0
73,0;2011;2012-04-05;2011-09-12;01/09/11;2012,0;206,0
16,0;2011;2012-07-19;2011-09-06;01/09/11;2012,0;317,0
6,0;2011;2011-09-22;2011-07-28;01/07/11;2011,0;56,0
133,0;2011;2012-07-26;2011-07-28;01/07/11;2012,0;364,0
932,0;2011;2014-09-29;2011-08-22;01/08/11;2014,0;1134,0
195,2;2011;2012-04-17;2011-08-15;01/08/11;2012,0;246,0
18,0;2011;2012-08-06;2011-08-05;01/08/11;2012,0;367,0
22,0;2011;2012-05-30;2011-09-02;01/09/11;2012,0;271,0
8,0;2011;2012-01-06;2011-08-02;01/08/11;2012,0;157,0
1,0;2011;2012-01-06;2011-08-02;01/08/11;2012,0;157,0
220,0;2011;2012-10-25;2011-08-02;01/08/11;2012,0;450,0
33,1;2011;2013-02-18;2011-08-10;01/08/11;2013,0;558,0
6,12;2011;2014-05-06;2011-08-15;01/08/11;2014,0;995,0
33,0;2011;2011-11-17;2011-08-05;01/08/11;2011,0;104,0
12,0;2011;2012-01-27;2011-08-03;01/08/11;2012,0;177,0
931,71;2011;2016-02-05;2011-10-10;01/10/11;2016,0;1579,0
45,0;2011;2013-03-26;2011-08-04;01/08/11;2013,0;600,0
1,0;2011;2012-04-04;2011-08-04;01/08/11;2012,0;244,0
50,2;2011;2012-06-06;2011-08-30;01/08/11;2012,0;281,0
6,0;2011;2012-04-19;2011-08-09;01/08/11;2012,0;254,0
4,0;2011;2013-10-04;2011-08-05;01/08/11;2013,0;791,0
96,0;2011;2012-04-13;2011-08-24;01/08/11;2012,0;233,0
5,0;2011;2013-03-07;2011-08-11;01/08/11;2013,0;574,0
75,6;2011;2012-04-12;2011-08-10;01/08/11;2012,0;246,0
32,0;2011;2012-03-27;2011-08-10;01/08/11;2012,0;230,0
11,0;2011;2012-05-04;2011-08-10;01/08/11;2012,0;268,0
34,7;2011;2012-02-02;2011-08-10;01/08/11;2012,0;176,0
22,0;2011;2012-08-27;2011-08-11;01/08/11;2012,0;382,0
1,0;2011;2012-01-27;2011-08-09;01/08/11;2012,0;171,0
34,0;2011;2012-03-26;2011-08-09;01/08/11;2012,0;230,0
23,0;2011;2015-10-21;2011-08-09;01/08/11;2015,0;1534,0
83,0;2011;2011-12-08;2011-08-10;01/08/11;2011,0;120,0
42,75;2011;2011-12-02;2011-08-10;01/08/11;2011,0;114,0
36,53;2011;2017-01-23;2011-08-11;01/08/11;2017,0;1992,0
84,24;2011;2012-04-12;2011-08-10;01/08/11;2012,0;246,0
5,25;2011;2012-02-02;2011-08-17;01/08/11;2012,0;169,0
2638,74;2011;2014-12-29;2011-08-12;01/08/11;2014,0;1235,0
6,0;2011;2013-11-29;2011-08-16;01/08/11;2013,0;836,0
66,1;2011;2012-07-18;2011-08-18;01/08/11;2012,0;335,0
31,0;2011;2013-10-14;2011-08-11;01/08/11;2013,0;795,0
101,92;2011;2014-12-30;2011-08-18;01/08/11;2014,0;1230,0
9,0;2011;2014-07-07;2011-08-12;01/08/11;2014,0;1060,0
6,0;2011;2012-03-02;2011-08-12;01/08/11;2012,0;203,0
304,0;2011;2012-07-19;2011-08-12;01/08/11;2012,0;342,0
6,0;2011;2013-05-21;2011-08-23;01/08/11;2013,0;637,0
224,1;2011;2012-07-05;2011-09-06;01/09/11;2012,0;303,0
40,0;2011;2011-11-17;2011-08-26;01/08/11;2011,0;83,0
1,0;2011;2013-05-21;2011-08-26;01/08/11;2013,0;634,0
70,0;2011;2013-09-12;2011-10-24;01/10/11;2013,0;689,0
35,0;2011;2014-04-03;2011-08-16;01/08/11;2014,0;961,0
20,0;2011;2012-04-05;2011-08-18;01/08/11;2012,0;231,0
15,0;2011;2012-06-29;2011-09-01;01/09/11;2012,0;302,0
1,0;2011;2012-01-06;2011-08-23;01/08/11;2012,0;136,0
40,0;2011;2012-11-26;2011-09-19;01/09/11;2012,0;434,0
1,0;2011;2013-05-21;2011-08-23;01/08/11;2013,0;637,0
10,0;2011;2012-03-26;2011-08-25;01/08/11;2012,0;214,0
4,5;2011;2016-01-07;2011-10-07;01/10/11;2016,0;1553,0
4,2;2011;2013-03-04;2011-10-04;01/10/11;2013,0;517,0
71,1;2011;2012-01-27;2011-09-30;01/09/11;2012,0;119,0
159,01;2015;2016-09-21;2015-11-04;01/11/15;2016,0;322,0
21,0;2011;2014-01-17;2011-08-26;01/08/11;2014,0;875,0
250,56;2015;2017-11-20;2015-07-27;01/07/15;2017,0;847,0
270,25;2011;2018-12-17;2011-09-06;01/09/11;2018,0;2659,0
102,0;2011;2012-07-20;2011-09-06;01/09/11;2012,0;318,0
93,0;2011;2012-06-11;2011-09-01;01/09/11;2012,0;284,0
115,0;2011;2014-02-03;2011-09-06;01/09/11;2014,0;881,0
304,0;2011;2013-06-17;2011-08-31;01/08/11;2013,0;656,0
8,6;2011;2016-07-05;2011-09-08;01/09/11;2016,0;1762,0
16,75;2011;2018-12-24;2011-09-14;01/09/11;2018,0;2658,0
27,0;2011;2014-12-09;2011-10-04;01/10/11;2014,0;1162,0
5,25;2011;2012-02-02;2011-08-31;01/08/11;2012,0;155,0
162,88;2011;2016-09-27;2011-08-31;01/08/11;2016,0;1854,0
75,3;2011;2012-05-02;2011-09-08;01/09/11;2012,0;237,0
9,0;2011;2012-02-02;2011-09-09;01/09/11;2012,0;146,0
8,8;2011;2012-02-08;2011-09-02;01/09/11;2012,0;159,0
4,9;2011;2012-03-21;2011-09-02;01/09/11;2012,0;201,0
1,0;2011;2013-05-21;2011-09-02;01/09/11;2013,0;627,0
47,0;2011;2012-07-06;2011-09-02;01/09/11;2012,0;308,0
73,0;2011;2012-07-19;2011-09-12;01/09/11;2012,0;311,0
1205,25;2011;2014-01-15;2011-09-05;01/09/11;2014,0;863,0
247,0;2011;2011-12-21;2011-09-06;01/09/11;2011,0;106,0
915,63;2011;2014-12-04;2011-09-12;01/09/11;2014,0;1179,0
39,0;2013;2013-10-22;2013-06-12;01/06/13;2013,0;132,0
108,0;2011;2012-05-31;2011-09-08;01/09/11;2012,0;266,0
39,0;2011;2012-05-02;2011-09-08;01/09/11;2012,0;237,0
516,0;2011;2017-08-30;2011-09-08;01/09/11;2017,0;2183,0
8,25;2011;2012-02-02;2011-09-15;01/09/11;2012,0;140,0
14,0;2011;2012-03-21;2011-09-20;01/09/11;2012,0;183,0
3,0;2011;2012-02-02;2011-09-09;01/09/11;2012,0;146,0
301,25;2011;2012-07-10;2011-09-15;01/09/11;2012,0;299,0
21,0;2011;2012-02-17;2011-09-16;01/09/11;2012,0;154,0
10,0;2014;2015-03-09;2014-11-23;01/11/14;2015,0;106,0
48,0;2011;2012-01-27;2011-09-30;01/09/11;2012,0;119,0
5,0;2011;2012-05-10;2011-09-22;01/09/11;2012,0;231,0
15,25;2011;2012-02-06;2011-09-19;01/09/11;2012,0;140,0
143,0;2011;2012-06-05;2011-09-21;01/09/11;2012,0;258,0
456,0;2011;2013-06-20;2011-09-16;01/09/11;2013,0;643,0
107,55;2011;2014-02-04;2011-09-27;01/09/11;2014,0;861,0
13,0;2017;2018-05-03;2017-04-10;01/04/17;2018,0;388,0
412,93;2011;2012-04-23;2011-09-30;01/09/11;2012,0;206,0
194,21;2011;2012-03-01;2011-09-22;01/09/11;2012,0;161,0
5,6;2011;2012-06-22;2011-10-07;01/10/11;2012,0;259,0
43,2;2011;2012-07-06;2011-09-27;01/09/11;2012,0;283,0
103,6;2011;2012-02-07;2011-09-30;01/09/11;2012,0;130,0
67,8;2011;2012-03-16;2011-09-30;01/09/11;2012,0;168,0
7,5;2011;2012-02-02;2011-09-22;01/09/11;2012,0;133,0
116,61;2011;2014-08-07;2011-09-22;01/09/11;2014,0;1050,0
43,2;2011;2012-04-24;2011-09-23;01/09/11;2012,0;214,0
34,0;2011;2011-10-26;2011-09-23;01/09/11;2011,0;33,0
3,75;2011;2014-12-09;2011-10-04;01/10/11;2014,0;1162,0
1,0;2011;2013-05-21;2011-10-03;01/10/11;2013,0;596,0
32,4;2011;2011-12-30;2011-09-29;01/09/11;2011,0;92,0
17,0;2011;2011-12-06;2011-09-30;01/09/11;2011,0;67,0
4,0;2011;2015-04-07;2011-09-30;01/09/11;2015,0;1285,0
357,2;2011;2012-06-05;2011-10-05;01/10/11;2012,0;244,0
4,5;2011;2013-05-07;2011-10-03;01/10/11;2013,0;582,0
27,81;2011;2013-09-09;2011-10-07;01/10/11;2013,0;703,0
12,0;2011;2013-05-29;2011-10-11;01/10/11;2013,0;596,0
18,1;2013;2013-05-09;2013-03-22;01/03/13;2013,0;48,0
6,0;2011;2012-05-14;2011-10-10;01/10/11;2012,0;217,0
55,0;2011;2012-03-19;2011-10-07;01/10/11;2012,0;164,0
3,0;2011;2012-03-13;2011-10-07;01/10/11;2012,0;158,0
11,0;2011;2011-12-13;2011-10-11;01/10/11;2011,0;63,0
40,0;2011;2012-03-02;2011-10-10;01/10/11;2012,0;144,0
253,0;2011;2013-06-20;2011-10-10;01/10/11;2013,0;619,0
9,0;2011;2011-12-06;2011-10-11;01/10/11;2011,0;56,0
1,2;2011;2014-05-08;2011-10-11;01/10/11;2014,0;940,0
6,0;2011;2012-03-22;2011-10-27;01/10/11;2012,0;147,0
9,0;2011;2013-07-11;2011-10-14;01/10/11;2013,0;636,0
5,0;2011;2012-02-02;2011-11-02;01/11/11;2012,0;92,0
5,0;2011;2011-11-29;2011-10-18;01/10/11;2011,0;42,0
24,0;2011;2013-07-23;2011-10-17;01/10/11;2013,0;645,0
0,6;2011;2012-02-08;2011-10-25;01/10/11;2012,0;106,0
15,5;2011;2013-03-18;2011-10-14;01/10/11;2013,0;521,0
40,0;2011;2013-05-11;2011-10-17;01/10/11;2013,0;572,0
209,0;2011;2012-01-23;2011-10-17;01/10/11;2012,0;98,0
9,6;2011;2013-07-17;2011-10-17;01/10/11;2013,0;639,0
4,2;2011;2013-03-18;2011-10-16;01/10/11;2013,0;519,0
1,2;2011;2013-10-31;2011-10-24;01/10/11;2013,0;738,0
6,0;2011;2012-09-14;2011-11-04;01/11/11;2012,0;315,0
41,0;2011;2012-02-27;2011-10-19;01/10/11;2012,0;131,0
7,0;2011;2012-02-15;2011-10-19;01/10/11;2012,0;119,0
4,0;2011;2012-01-31;2011-11-16;01/11/11;2012,0;76,0
4,0;2011;2012-02-02;2011-10-18;01/10/11;2012,0;107,0
13,0;2011;2012-02-24;2011-10-18;01/10/11;2012,0;129,0
29,0;2011;2011-12-26;2011-10-19;01/10/11;2011,0;68,0
29,0;2011;2011-12-26;2011-10-19;01/10/11;2011,0;68,0
10,0;2011;2012-06-05;2011-10-19;01/10/11;2012,0;230,0
251,0;2011;2012-03-12;2011-10-20;01/10/11;2012,0;144,0
27,0;2011;2012-04-12;2011-10-20;01/10/11;2012,0;175,0
35,0;2011;2011-12-29;2011-10-20;01/10/11;2011,0;70,0
28,5;2011;2017-09-08;2011-10-19;01/10/11;2017,0;2151,0
146,0;2011;2012-03-23;2011-10-19;01/10/11;2012,0;156,0
18,0;2011;2012-03-01;2011-10-20;01/10/11;2012,0;133,0
7,8;2011;2012-01-16;2011-10-20;01/10/11;2012,0;88,0
141,0;2011;2012-06-05;2011-10-19;01/10/11;2012,0;230,0
78,0;2011;2012-03-01;2011-10-20;01/10/11;2012,0;133,0
20,0;2011;2012-04-18;2011-10-20;01/10/11;2012,0;181,0
3,0;2011;2012-02-02;2011-10-23;01/10/11;2012,0;102,0
28,6;2011;2013-04-25;2011-10-21;01/10/11;2013,0;552,0
429,98;2011;2015-11-04;2011-10-20;01/10/11;2015,0;1476,0
519,8;2011;2019-12-03;2011-10-20;01/10/11;2019,0;2966,0
1,0;2011;2012-01-06;2011-11-06;01/11/11;2012,0;61,0
44,58;2016;2017-02-22;2016-09-08;01/09/16;2017,0;167,0
9,0;2011;2013-04-01;2011-10-26;01/10/11;2013,0;523,0
1,2;2011;2013-07-18;2011-10-25;01/10/11;2013,0;632,0
12,0;2011;2012-02-22;2011-10-26;01/10/11;2012,0;119,0
15,0;2011;2011-12-27;2011-10-28;01/10/11;2011,0;60,0
228,0;2011;2012-06-12;2011-10-27;01/10/11;2012,0;229,0
32,4;2011;2013-04-26;2011-10-28;01/10/11;2013,0;546,0
30,0;2011;2013-11-28;2011-10-27;01/10/11;2013,0;763,0
27,0;2011;2011-12-22;2011-10-28;01/10/11;2011,0;55,0
8,0;2011;2011-12-26;2011-11-03;01/11/11;2011,0;53,0
86,0;2011;2012-04-25;2011-10-31;01/10/11;2012,0;177,0
77,0;2011;2012-03-07;2011-10-31;01/10/11;2012,0;128,0
593,0;2011;2012-08-31;2011-10-31;01/10/11;2012,0;305,0
151,0;2011;2012-07-02;2011-10-31;01/10/11;2012,0;245,0
628,0;2011;2012-03-30;2011-10-31;01/10/11;2012,0;151,0
12,0;2011;2012-02-15;2011-11-01;01/11/11;2012,0;106,0
38,0;2011;2012-01-26;2011-11-01;01/11/11;2012,0;86,0
20,3;2011;2012-05-11;2011-12-07;01/12/11;2012,0;156,0
171,4;2011;2012-04-14;2011-11-08;01/11/11;2012,0;158,0
79,0;2011;2012-04-03;2011-11-01;01/11/11;2012,0;154,0
