Esforço PF;Ano;Data Assinatura Anexo 4/5 Prest. Serv.;Data de Aprovação do Titular;Mês;ANO_ASSIN;TEMPO_ENTREGA
160,0;2015;2016-08-15;2015-04-17;01/04/15;2016,0;486,0
12,5;2015;2015-05-28;2015-05-08;01/05/15;2015,0;20,0
62,09;2015;2016-08-01;2015-06-19;01/06/15;2016,0;409,0
17,54;2015;2015-07-31;2015-05-12;01/05/15;2015,0;80,0
26,26;2015;2016-08-30;2015-04-27;01/04/15;2016,0;491,0
12,0;2015;2015-06-03;2015-04-17;01/04/15;2015,0;47,0
18,0;2015;2015-08-04;2015-04-22;01/04/15;2015,0;104,0
13,01;2015;2015-06-11;2015-04-29;01/04/15;2015,0;43,0
33,75;2015;2017-02-14;2015-11-25;01/11/15;2017,0;447,0
10,6;2015;2017-08-10;2015-04-30;01/04/15;2017,0;833,0
9,45;2015;2015-08-12;2015-04-17;01/04/15;2015,0;117,0
41,25;2015;2015-09-16;2015-05-05;01/05/15;2015,0;134,0
159,15;2015;2017-06-14;2015-06-26;01/06/15;2017,0;719,0
200,3;2015;2016-01-05;2015-04-24;01/04/15;2016,0;256,0
6,75;2015;2016-06-15;2015-05-07;01/05/15;2016,0;405,0
15,0;2015;2015-12-15;2015-06-17;01/06/15;2015,0;181,0
22,4;2015;2016-06-02;2015-04-23;01/04/15;2016,0;406,0
9,0;2015;2015-07-10;2015-06-10;01/06/15;2015,0;30,0
54,0;2015;2017-08-15;2015-10-01;01/10/15;2017,0;684,0
11,22;2015;2015-07-30;2015-04-29;01/04/15;2015,0;92,0
9,0;2015;2015-08-31;2015-07-07;01/07/15;2015,0;55,0
6,0;2015;2016-04-04;2015-05-06;01/05/15;2016,0;334,0
87,75;2015;2018-05-22;2015-04-29;01/04/15;2018,0;1119,0
11,25;2016;2018-08-22;2016-03-29;01/03/16;2018,0;876,0
61,0;2015;2017-03-21;2015-07-06;01/07/15;2017,0;624,0
4,73;2015;2015-08-07;2015-06-03;01/06/15;2015,0;65,0
30,0;2015;2015-09-28;2015-04-20;01/04/15;2015,0;161,0
22,0;2015;2017-03-16;2015-07-22;01/07/15;2017,0;603,0
15,0;2018;2018-12-07;2018-06-26;01/06/18;2018,0;164,0
223,79;2015;2018-01-12;2015-04-20;01/04/15;2018,0;998,0
13,5;2015;2015-07-09;2015-04-22;01/04/15;2015,0;78,0
35,25;2015;2015-12-29;2015-07-31;01/07/15;2015,0;151,0
3,0;2015;2015-11-19;2015-04-20;01/04/15;2015,0;213,0
26,25;2015;2015-09-29;2015-07-06;01/07/15;2015,0;85,0
28,95;2015;2015-11-20;2015-05-28;01/05/15;2015,0;176,0
86,25;2015;2015-12-11;2015-07-22;01/07/15;2015,0;142,0
6,0;2015;2015-11-11;2015-05-08;01/05/15;2015,0;187,0
15,75;2015;2015-06-09;2015-04-23;01/04/15;2015,0;47,0
147,25;2015;2019-12-10;2015-05-15;01/05/15;2019,0;1670,0
10,0;2015;2015-09-18;2015-06-15;01/06/15;2015,0;95,0
79,5;2015;2015-07-31;2015-04-24;01/04/15;2015,0;98,0
55,28;2015;2015-07-07;2015-04-29;01/04/15;2015,0;69,0
7,0;2015;2016-03-17;2015-05-06;01/05/15;2016,0;316,0
47,7;2015;2018-04-17;2015-06-02;01/06/15;2018,0;1050,0
3,0;2015;2016-08-03;2015-05-22;01/05/15;2016,0;439,0
11,0;2015;2016-03-08;2015-05-28;01/05/15;2016,0;285,0
4,5;2015;2015-09-15;2015-05-08;01/05/15;2015,0;130,0
16,5;2015;2017-03-22;2015-05-19;01/05/15;2017,0;673,0
21,0;2015;2017-08-17;2015-05-21;01/05/15;2017,0;819,0
82,25;2015;2017-11-13;2015-07-06;01/07/15;2017,0;861,0
8,0;2015;2017-04-06;2015-04-27;01/04/15;2017,0;710,0
267,34;2015;2016-09-13;2015-04-27;01/04/15;2016,0;505,0
440,64;2015;2019-12-08;2015-07-24;01/07/15;2019,0;1598,0
12,15;2015;2015-12-21;2015-07-27;01/07/15;2015,0;147,0
18,75;2015;2016-01-15;2015-04-29;01/04/15;2016,0;261,0
5,7;2015;2015-10-07;2015-06-11;01/06/15;2015,0;118,0
347,98;2015;2015-08-18;2015-04-29;01/04/15;2015,0;111,0
7,8;2015;2015-08-18;2015-05-18;01/05/15;2015,0;92,0
24,55;2015;2016-11-08;2015-05-06;01/05/15;2016,0;552,0
6,0;2015;2017-04-28;2015-06-12;01/06/15;2017,0;686,0
35,75;2015;2017-01-23;2015-08-03;01/08/15;2017,0;539,0
10,0;2015;2017-05-17;2015-04-30;01/04/15;2017,0;748,0
410,67;2015;2018-11-05;2015-04-30;01/04/15;2018,0;1285,0
52,0;2015;2018-08-06;2015-07-16;01/07/15;2018,0;1117,0
20,25;2015;2015-07-30;2015-07-03;01/07/15;2015,0;27,0
144,25;2015;2016-01-21;2015-05-21;01/05/15;2016,0;245,0
5,25;2019;2019-04-11;2019-01-23;01/01/19;2019,0;78,0
17,0;2015;2015-07-31;2015-05-21;01/05/15;2015,0;71,0
4,0;2015;2016-09-05;2015-05-28;01/05/15;2016,0;466,0
5,25;2015;2016-12-15;2015-05-05;01/05/15;2016,0;590,0
9,0;2015;2015-08-25;2015-05-05;01/05/15;2015,0;112,0
29,25;2015;2015-11-24;2015-07-06;01/07/15;2015,0;141,0
14,25;2015;2015-11-17;2015-06-18;01/06/15;2015,0;152,0
11,78;2015;2015-08-26;2015-05-13;01/05/15;2015,0;105,0
512,41;2015;2018-04-11;2015-06-16;01/06/15;2018,0;1030,0
32,25;2015;2016-05-03;2015-08-28;01/08/15;2016,0;249,0
4,5;2015;2015-09-15;2015-05-08;01/05/15;2015,0;130,0
24,0;2015;2016-02-25;2015-05-29;01/05/15;2016,0;272,0
166,5;2015;2015-06-09;2015-05-08;01/05/15;2015,0;32,0
60,55;2015;2015-12-21;2015-05-28;01/05/15;2015,0;207,0
60,15;2015;2016-03-30;2015-06-25;01/06/15;2016,0;279,0
444,54;2016;2016-05-30;2016-01-20;01/01/16;2016,0;131,0
6,0;2015;2016-01-08;2015-05-13;01/05/15;2016,0;240,0
26,25;2015;2015-08-27;2015-05-11;01/05/15;2015,0;108,0
41,25;2015;2015-09-29;2015-07-06;01/07/15;2015,0;85,0
17,5;2015;2015-09-15;2015-05-11;01/05/15;2015,0;127,0
15,0;2015;2015-12-15;2015-06-22;01/06/15;2015,0;176,0
63,5;2015;2016-04-20;2015-06-08;01/06/15;2016,0;317,0
11,0;2015;2015-06-22;2015-05-12;01/05/15;2015,0;41,0
2,4;2015;2016-02-04;2015-05-12;01/05/15;2016,0;268,0
4,0;2015;2020-12-08;2015-05-29;01/05/15;2020,0;2020,0
43,75;2016;2017-09-04;2016-01-13;01/01/16;2017,0;600,0
7,0;2015;2016-09-01;2015-05-14;01/05/15;2016,0;476,0
18,0;2015;2016-02-11;2015-05-13;01/05/15;2016,0;274,0
9,0;2015;2015-09-15;2015-05-14;01/05/15;2015,0;124,0
107,1;2015;2016-01-27;2015-05-25;01/05/15;2016,0;247,0
16,0;2015;2016-01-15;2015-06-02;01/06/15;2016,0;227,0
145,57;2015;2016-11-18;2015-05-29;01/05/15;2016,0;539,0
52,25;2015;2015-12-18;2015-06-18;01/06/15;2015,0;183,0
369,8;2015;2016-03-03;2015-05-15;01/05/15;2016,0;293,0
75,5;2015;2017-02-21;2015-05-15;01/05/15;2017,0;648,0
189,64;2015;2019-02-05;2015-06-26;01/06/15;2019,0;1320,0
10,8;2015;2015-12-08;2015-07-15;01/07/15;2015,0;146,0
66,1;2015;2016-06-02;2015-07-31;01/07/15;2016,0;307,0
0,6;2015;2015-12-16;2015-09-16;01/09/15;2015,0;91,0
91,55;2015;2016-09-08;2015-06-19;01/06/15;2016,0;447,0
29,25;2015;2015-07-31;2015-06-08;01/06/15;2015,0;53,0
301,06;2015;2017-08-07;2015-11-20;01/11/15;2017,0;626,0
4,5;2015;2016-11-08;2015-06-08;01/06/15;2016,0;519,0
140,46;2015;2016-12-02;2015-05-19;01/05/15;2016,0;563,0
5,6;2015;2016-04-27;2015-05-20;01/05/15;2016,0;343,0
10,0;2015;2015-12-04;2015-06-10;01/06/15;2015,0;177,0
4,0;2015;2016-05-02;2015-08-19;01/08/15;2016,0;257,0
127,39;2015;2016-07-04;2015-05-20;01/05/15;2016,0;411,0
61,69;2015;2016-07-27;2015-06-08;01/06/15;2016,0;415,0
19,0;2015;2016-03-31;2015-05-21;01/05/15;2016,0;315,0
6,0;2015;2015-09-14;2015-05-21;01/05/15;2015,0;116,0
65,37;2015;2016-02-24;2015-08-17;01/08/15;2016,0;191,0
115,75;2015;2016-03-18;2015-08-13;01/08/15;2016,0;218,0
9,0;2015;2016-03-31;2015-10-22;01/10/15;2016,0;161,0
34,0;2015;2016-05-13;2015-06-19;01/06/15;2016,0;329,0
239,11;2015;2017-08-11;2015-11-17;01/11/15;2017,0;633,0
3,0;2015;2015-12-22;2015-07-09;01/07/15;2015,0;166,0
4,5;2015;2015-10-02;2015-07-10;01/07/15;2015,0;84,0
9,0;2015;2015-11-03;2015-06-10;01/06/15;2015,0;146,0
67,61;2015;2018-05-10;2015-06-24;01/06/15;2018,0;1051,0
7,2;2015;2016-02-17;2015-05-27;01/05/15;2016,0;266,0
3,0;2015;2015-12-18;2015-07-06;01/07/15;2015,0;165,0
28,27;2015;2016-04-19;2015-07-10;01/07/15;2016,0;284,0
22,34;2015;2017-03-21;2015-06-22;01/06/15;2017,0;638,0
155,64;2015;2017-08-07;2015-07-22;01/07/15;2017,0;747,0
22,5;2015;2017-05-19;2015-07-03;01/07/15;2017,0;686,0
9,75;2015;2016-01-07;2015-06-02;01/06/15;2016,0;219,0
60,0;2015;2017-11-27;2015-07-02;01/07/15;2017,0;879,0
90,31;2015;2016-01-22;2015-06-23;01/06/15;2016,0;213,0
133,75;2015;2015-07-27;2015-06-01;01/06/15;2015,0;56,0
56,0;2015;2017-03-20;2015-06-22;01/06/15;2017,0;637,0
59,08;2015;2017-05-23;2015-11-18;01/11/15;2017,0;552,0
4,0;2015;2019-05-31;2015-09-25;01/09/15;2019,0;1344,0
11,25;2015;2015-12-22;2015-07-27;01/07/15;2015,0;148,0
20,25;2015;2016-09-29;2015-06-15;01/06/15;2016,0;472,0
81,13;2015;2018-07-23;2015-07-17;01/07/15;2018,0;1102,0
27,0;2015;2015-12-07;2015-06-23;01/06/15;2015,0;167,0
3,0;2015;2016-01-11;2015-08-13;01/08/15;2016,0;151,0
14,25;2015;2015-12-15;2015-06-22;01/06/15;2015,0;176,0
4,5;2015;2016-03-01;2015-06-08;01/06/15;2016,0;267,0
500,97;2015;2016-09-05;2015-07-09;01/07/15;2016,0;424,0
7,0;2015;2016-06-17;2015-06-03;01/06/15;2016,0;380,0
159,15;2015;2018-05-10;2015-06-08;01/06/15;2018,0;1067,0
153,45;2015;2020-06-24;2015-11-10;01/11/15;2020,0;1688,0
40,75;2015;2016-02-05;2015-06-03;01/06/15;2016,0;247,0
21,0;2015;2016-01-27;2015-07-07;01/07/15;2016,0;204,0
64,53;2015;2016-04-25;2015-07-27;01/07/15;2016,0;273,0
14,99;2015;2015-11-24;2015-07-27;01/07/15;2015,0;120,0
91,9;2015;2018-01-19;2015-06-26;01/06/15;2018,0;938,0
17,3;2019;2020-08-27;2019-04-12;01/04/19;2020,0;503,0
25,65;2015;2017-03-15;2015-06-09;01/06/15;2017,0;645,0
50,25;2015;2015-10-23;2015-06-10;01/06/15;2015,0;135,0
23,29;2015;2015-11-06;2015-06-18;01/06/15;2015,0;141,0
38,78;2015;2017-05-29;2015-11-10;01/11/15;2017,0;566,0
45,5;2015;2016-04-18;2015-09-08;01/09/15;2016,0;223,0
4,5;2015;2017-04-10;2015-06-29;01/06/15;2017,0;651,0
14,0;2015;2015-08-27;2015-06-12;01/06/15;2015,0;76,0
11,0;2015;2015-06-30;2015-06-11;01/06/15;2015,0;19,0
27,0;2015;2015-10-21;2015-06-15;01/06/15;2015,0;128,0
6,12;2015;2015-10-05;2015-06-17;01/06/15;2015,0;110,0
156,45;2015;2016-05-05;2015-07-27;01/07/15;2016,0;283,0
430,6;2015;2016-06-08;2015-08-25;01/08/15;2016,0;288,0
2,25;2015;2015-07-02;2015-06-18;01/06/15;2015,0;14,0
55,53;2015;2017-11-16;2015-06-26;01/06/15;2017,0;874,0
11,25;2015;2015-11-19;2015-07-22;01/07/15;2015,0;120,0
82,53;2015;2016-06-02;2015-06-15;01/06/15;2016,0;353,0
151,75;2015;2017-01-10;2015-12-13;01/12/15;2017,0;394,0
25,5;2015;2016-09-19;2015-06-15;01/06/15;2016,0;462,0
4,5;2015;2017-11-14;2015-11-11;01/11/15;2017,0;734,0
45,5;2015;2016-03-08;2015-07-08;01/07/15;2016,0;244,0
125,73;2015;2016-02-19;2015-07-27;01/07/15;2016,0;207,0
75,0;2015;2016-01-25;2015-06-16;01/06/15;2016,0;223,0
207,05;2015;2019-11-22;2015-08-18;01/08/15;2019,0;1557,0
11,0;2015;2016-03-28;2015-06-16;01/06/15;2016,0;286,0
171,5;2015;2016-01-12;2015-06-16;01/06/15;2016,0;210,0
36,5;2015;2017-03-22;2015-08-26;01/08/15;2017,0;574,0
16,2;2015;2015-12-23;2015-07-14;01/07/15;2015,0;162,0
11,0;2015;2015-08-13;2015-06-30;01/06/15;2015,0;44,0
41,5;2015;2018-12-14;2015-07-02;01/07/15;2018,0;1261,0
24,0;2015;2019-10-22;2015-06-18;01/06/15;2019,0;1587,0
95,25;2015;2016-01-21;2015-06-18;01/06/15;2016,0;217,0
12,0;2015;2016-03-08;2015-06-18;01/06/15;2016,0;264,0
23,89;2015;2016-01-25;2015-08-04;01/08/15;2016,0;174,0
18,23;2015;2015-08-20;2015-07-09;01/07/15;2015,0;42,0
8,5;2015;2016-04-20;2015-06-19;01/06/15;2016,0;306,0
9,75;2016;2016-03-30;2016-02-18;01/02/16;2016,0;41,0
4,5;2015;2016-03-08;2015-07-08;01/07/15;2016,0;244,0
8,5;2015;2015-12-15;2015-06-22;01/06/15;2015,0;176,0
18,23;2015;2016-03-14;2015-07-28;01/07/15;2016,0;230,0
116,58;2015;2016-01-25;2015-07-27;01/07/15;2016,0;182,0
3,0;2015;2017-03-07;2015-11-17;01/11/15;2017,0;476,0
8,0;2015;2017-01-11;2015-06-22;01/06/15;2017,0;569,0
7,09;2015;2018-02-21;2015-08-20;01/08/15;2018,0;916,0
3,75;2015;2015-12-18;2015-06-23;01/06/15;2015,0;178,0
4,6;2015;2015-09-15;2015-07-31;01/07/15;2015,0;46,0
121,5;2015;2015-09-18;2015-06-29;01/06/15;2015,0;81,0
7,5;2015;2016-04-06;2015-06-26;01/06/15;2016,0;285,0
60,0;2015;2016-07-07;2015-06-25;01/06/15;2016,0;378,0
3,0;2015;2015-11-26;2015-07-06;01/07/15;2015,0;143,0
5,1;2015;2015-10-19;2015-07-31;01/07/15;2015,0;80,0
39,25;2015;2016-10-18;2015-07-27;01/07/15;2016,0;449,0
59,02;2015;2017-07-26;2015-06-29;01/06/15;2017,0;758,0
30,0;2015;2016-02-29;2015-08-17;01/08/15;2016,0;196,0
42,72;2015;2016-02-22;2015-07-27;01/07/15;2016,0;210,0
6,3;2015;2016-12-26;2015-07-31;01/07/15;2016,0;514,0
45,34;2015;2017-06-05;2015-07-07;01/07/15;2017,0;699,0
27,54;2015;2015-11-18;2015-07-13;01/07/15;2015,0;128,0
9,0;2015;2016-03-01;2015-07-16;01/07/15;2016,0;229,0
16,0;2015;2015-11-09;2015-07-31;01/07/15;2015,0;101,0
3,75;2015;2015-11-09;2015-07-01;01/07/15;2015,0;131,0
18,81;2015;2017-03-20;2015-07-06;01/07/15;2017,0;623,0
86,28;2015;2016-09-30;2015-07-02;01/07/15;2016,0;456,0
12,15;2015;2016-05-02;2015-12-01;01/12/15;2016,0;153,0
18,0;2015;2016-02-24;2015-08-11;01/08/15;2016,0;197,0
690,7;2015;2017-11-22;2015-07-24;01/07/15;2017,0;852,0
8,1;2016;2017-08-24;2016-01-12;01/01/16;2017,0;590,0
38,36;2015;2016-12-20;2015-07-06;01/07/15;2016,0;533,0
10,0;2015;2018-01-29;2015-08-21;01/08/15;2018,0;892,0
26,25;2015;2015-09-29;2015-07-06;01/07/15;2015,0;85,0
108,75;2015;2019-04-05;2015-07-06;01/07/15;2019,0;1369,0
114,25;2015;2017-01-11;2015-07-08;01/07/15;2017,0;553,0
87,75;2015;2016-02-25;2015-08-14;01/08/15;2016,0;195,0
314,97;2015;2016-08-02;2015-07-08;01/07/15;2016,0;391,0
98,5;2015;2016-06-10;2015-07-07;01/07/15;2016,0;339,0
158,5;2015;2016-06-10;2015-07-07;01/07/15;2016,0;339,0
5,25;2015;2016-02-02;2015-07-15;01/07/15;2016,0;202,0
8,0;2015;2015-09-30;2015-07-30;01/07/15;2015,0;62,0
114,27;2015;2017-04-28;2015-07-22;01/07/15;2017,0;646,0
71,5;2015;2016-02-22;2015-08-13;01/08/15;2016,0;193,0
9,0;2015;2015-09-09;2015-07-09;01/07/15;2015,0;62,0
13,77;2015;2015-09-16;2015-07-09;01/07/15;2015,0;69,0
41,0;2015;2015-11-10;2015-07-10;01/07/15;2015,0;123,0
36,15;2015;2017-04-11;2015-11-16;01/11/15;2017,0;512,0
120,44;2015;2017-08-11;2015-07-13;01/07/15;2017,0;760,0
8,5;2015;2015-09-29;2015-07-15;01/07/15;2015,0;76,0
280,3;2015;2017-09-21;2015-11-17;01/11/15;2017,0;674,0
24,15;2015;2017-05-22;2015-07-24;01/07/15;2017,0;668,0
83,0;2015;2016-04-15;2015-07-27;01/07/15;2016,0;263,0
4,0;2015;2020-12-08;2015-08-25;01/08/15;2020,0;1932,0
9,0;2015;2015-11-23;2015-08-21;01/08/15;2015,0;94,0
6,0;2015;2017-12-04;2015-10-16;01/10/15;2017,0;780,0
23,4;2015;2015-11-25;2015-07-23;01/07/15;2015,0;125,0
56,05;2015;2016-01-13;2015-08-12;01/08/15;2016,0;154,0
44,75;2015;2016-05-09;2015-07-15;01/07/15;2016,0;299,0
66,27;2015;2019-09-27;2015-11-17;01/11/15;2019,0;1410,0
64,5;2015;2016-09-01;2015-07-17;01/07/15;2016,0;412,0
13,0;2015;2015-12-07;2015-07-16;01/07/15;2015,0;144,0
19,0;2015;2018-09-04;2015-07-29;01/07/15;2018,0;1133,0
129,17;2015;2018-05-21;2015-07-28;01/07/15;2018,0;1028,0
5,25;2015;2016-01-07;2015-07-30;01/07/15;2016,0;161,0
66,04;2015;2016-09-13;2015-07-31;01/07/15;2016,0;410,0
8,16;2015;2019-12-04;2015-08-28;01/08/15;2019,0;1559,0
138,0;2015;2016-05-02;2015-07-23;01/07/15;2016,0;284,0
6,0;2015;2017-08-15;2015-07-22;01/07/15;2017,0;755,0
48,0;2015;2017-09-29;2015-07-20;01/07/15;2017,0;802,0
49,55;2015;2016-04-07;2015-08-19;01/08/15;2016,0;232,0
4,5;2015;2015-08-26;2015-07-20;01/07/15;2015,0;37,0
12,75;2015;2015-12-22;2015-07-27;01/07/15;2015,0;148,0
6,12;2015;2015-12-17;2015-07-21;01/07/15;2015,0;149,0
68,03;2015;2016-07-18;2015-07-27;01/07/15;2016,0;357,0
34,0;2015;2016-03-21;2015-08-03;01/08/15;2016,0;231,0
6,0;2015;2016-08-16;2015-09-10;01/09/15;2016,0;341,0
1,2;2015;2020-01-31;2015-07-21;01/07/15;2020,0;1655,0
30,25;2015;2018-10-08;2015-11-29;01/11/15;2018,0;1044,0
36,25;2015;2016-01-04;2015-08-19;01/08/15;2016,0;138,0
16,5;2015;2016-07-13;2015-09-11;01/09/15;2016,0;306,0
9,75;2015;2015-11-19;2015-07-22;01/07/15;2015,0;120,0
13,77;2015;2016-02-12;2015-07-22;01/07/15;2016,0;205,0
16,0;2015;2015-11-13;2015-08-19;01/08/15;2015,0;86,0
152,28;2015;2017-06-13;2015-07-22;01/07/15;2017,0;692,0
4,5;2015;2015-11-10;2015-07-23;01/07/15;2015,0;110,0
227,7;2015;2017-06-02;2015-08-04;01/08/15;2017,0;668,0
3,0;2015;2016-11-23;2015-08-14;01/08/15;2016,0;467,0
2,85;2015;2015-12-18;2015-09-16;01/09/15;2015,0;93,0
30,75;2015;2019-06-14;2015-07-23;01/07/15;2019,0;1422,0
24,0;2015;2016-03-30;2015-08-21;01/08/15;2016,0;222,0
126,23;2015;2017-04-28;2015-11-16;01/11/15;2017,0;529,0
17,5;2015;2016-03-08;2015-11-16;01/11/15;2016,0;113,0
945,63;2015;2017-10-30;2015-08-18;01/08/15;2017,0;804,0
21,0;2015;2016-02-22;2015-08-13;01/08/15;2016,0;193,0
9,0;2016;2016-03-24;2016-01-10;01/01/16;2016,0;74,0
30,0;2015;2015-12-29;2015-08-10;01/08/15;2015,0;141,0
6,0;2015;2016-05-24;2015-08-24;01/08/15;2016,0;274,0
12,0;2015;2017-10-26;2015-07-29;01/07/15;2017,0;820,0
26,0;2015;2018-01-03;2015-08-19;01/08/15;2018,0;868,0
18,0;2015;2016-02-01;2015-08-13;01/08/15;2016,0;172,0
40,0;2015;2017-05-15;2015-08-25;01/08/15;2017,0;629,0
42,25;2015;2016-02-11;2015-08-07;01/08/15;2016,0;188,0
22,75;2015;2015-12-18;2015-08-11;01/08/15;2015,0;129,0
25,2;2015;2017-07-28;2015-10-01;01/10/15;2017,0;666,0
21,0;2015;2016-02-11;2015-08-13;01/08/15;2016,0;182,0
76,0;2015;2019-11-22;2015-08-18;01/08/15;2019,0;1557,0
30,5;2015;2017-05-12;2015-09-01;01/09/15;2017,0;619,0
26,25;2015;2016-07-04;2015-11-12;01/11/15;2016,0;235,0
10,6;2015;2015-11-10;2015-10-08;01/10/15;2015,0;33,0
22,0;2015;2016-03-29;2015-08-06;01/08/15;2016,0;236,0
18,31;2015;2016-09-14;2015-08-19;01/08/15;2016,0;392,0
23,21;2015;2015-12-17;2015-08-07;01/08/15;2015,0;132,0
54,0;2015;2016-04-20;2015-09-11;01/09/15;2016,0;222,0
35,0;2015;2016-03-11;2015-08-19;01/08/15;2016,0;205,0
348,75;2015;2017-03-30;2015-08-19;01/08/15;2017,0;589,0
210,8;2015;2018-04-23;2015-09-10;01/09/15;2018,0;956,0
138,09;2015;2016-03-09;2015-10-28;01/10/15;2016,0;133,0
21,8;2015;2016-02-16;2015-08-14;01/08/15;2016,0;186,0
41,98;2015;2016-05-30;2015-08-14;01/08/15;2016,0;290,0
11,0;2015;2016-01-05;2015-10-13;01/10/15;2016,0;84,0
21,35;2015;2017-04-17;2015-10-23;01/10/15;2017,0;542,0
18,01;2015;2016-02-24;2015-08-18;01/08/15;2016,0;190,0
514,6;2015;2016-08-18;2015-08-18;01/08/15;2016,0;366,0
10,65;2015;2016-02-22;2015-08-18;01/08/15;2016,0;188,0
51,3;2015;2016-03-24;2015-08-24;01/08/15;2016,0;213,0
498,8;2015;2019-11-20;2015-09-11;01/09/15;2019,0;1531,0
216,13;2015;2017-01-02;2015-08-18;01/08/15;2017,0;503,0
7,5;2015;2016-03-22;2015-08-19;01/08/15;2016,0;216,0
9,98;2015;2015-11-17;2015-08-19;01/08/15;2015,0;90,0
35,7;2015;2015-11-16;2015-08-25;01/08/15;2015,0;83,0
126,85;2015;2016-06-27;2015-10-27;01/10/15;2016,0;244,0
33,86;2015;2016-04-28;2015-08-31;01/08/15;2016,0;241,0
51,15;2015;2019-05-29;2015-09-04;01/09/15;2019,0;1363,0
6,0;2015;2019-08-01;2015-09-09;01/09/15;2019,0;1422,0
6,0;2015;2015-11-12;2015-08-21;01/08/15;2015,0;83,0
37,5;2015;2016-02-17;2015-09-14;01/09/15;2016,0;156,0
52,58;2015;2016-03-03;2015-09-16;01/09/15;2016,0;169,0
54,0;2015;2016-08-16;2015-09-11;01/09/15;2016,0;340,0
14,0;2015;2016-03-08;2015-08-24;01/08/15;2016,0;197,0
12,0;2015;2016-01-18;2015-08-27;01/08/15;2016,0;144,0
23,25;2015;2016-02-22;2015-09-02;01/09/15;2016,0;173,0
54,0;2015;2016-08-16;2015-09-11;01/09/15;2016,0;340,0
8,0;2015;2016-02-19;2015-09-03;01/09/15;2016,0;169,0
44,25;2015;2016-10-27;2015-08-28;01/08/15;2016,0;426,0
64,75;2015;2019-05-23;2015-12-07;01/12/15;2019,0;1263,0
85,0;2015;2016-02-05;2015-09-11;01/09/15;2016,0;147,0
12,0;2015;2017-03-17;2015-09-04;01/09/15;2017,0;560,0
54,0;2015;2016-04-20;2015-09-11;01/09/15;2016,0;222,0
4,5;2016;2016-11-01;2016-05-03;01/05/16;2016,0;182,0
49,5;2015;2017-03-24;2015-09-04;01/09/15;2017,0;567,0
2,3;2015;2018-09-10;2015-11-17;01/11/15;2018,0;1028,0
18,75;2015;2017-07-14;2015-09-01;01/09/15;2017,0;682,0
6,8;2015;2016-11-08;2015-09-11;01/09/15;2016,0;424,0
54,0;2015;2017-05-15;2015-09-11;01/09/15;2017,0;612,0
201,75;2015;2019-12-06;2015-10-09;01/10/15;2019,0;1519,0
55,0;2015;2018-10-09;2015-09-21;01/09/15;2018,0;1114,0
7,5;2015;2016-02-10;2015-10-19;01/10/15;2016,0;114,0
12,0;2015;2017-12-28;2015-09-17;01/09/15;2017,0;833,0
155,25;2015;2019-12-06;2015-09-03;01/09/15;2019,0;1555,0
28,0;2015;2016-04-05;2015-09-08;01/09/15;2016,0;210,0
368,7;2015;2016-10-21;2015-10-05;01/10/15;2016,0;382,0
65,5;2015;2016-02-22;2015-09-22;01/09/15;2016,0;153,0
6,17;2015;2016-03-28;2015-10-27;01/10/15;2016,0;153,0
9,0;2015;2015-12-18;2015-09-25;01/09/15;2015,0;84,0
253,11;2015;2016-12-23;2015-10-18;01/10/15;2016,0;432,0
14,85;2015;2016-07-25;2015-09-04;01/09/15;2016,0;325,0
7,2;2015;2015-12-18;2015-09-10;01/09/15;2015,0;99,0
42,75;2015;2017-01-27;2015-11-25;01/11/15;2017,0;429,0
54,0;2015;2016-08-16;2015-09-11;01/09/15;2016,0;340,0
54,0;2015;2016-08-16;2015-09-11;01/09/15;2016,0;340,0
17,0;2015;2017-03-22;2015-11-10;01/11/15;2017,0;498,0
11,78;2015;2017-10-09;2015-11-17;01/11/15;2017,0;692,0
3,0;2015;2016-02-11;2015-09-10;01/09/15;2016,0;154,0
141,05;2015;2016-03-16;2015-09-10;01/09/15;2016,0;188,0
26,0;2015;2016-06-15;2015-09-09;01/09/15;2016,0;280,0
54,0;2015;2016-04-20;2015-09-11;01/09/15;2016,0;222,0
54,0;2015;2016-09-14;2015-09-11;01/09/15;2016,0;369,0
65,0;2015;2019-02-08;2015-09-10;01/09/15;2019,0;1247,0
109,75;2015;2016-07-05;2015-11-22;01/11/15;2016,0;226,0
18,0;2015;2016-05-19;2015-09-18;01/09/15;2016,0;244,0
178,0;2015;2019-12-06;2015-10-09;01/10/15;2019,0;1519,0
246,75;2015;2019-10-08;2015-11-17;01/11/15;2019,0;1421,0
45,0;2015;2016-10-10;2015-11-24;01/11/15;2016,0;321,0
38,0;2015;2016-11-28;2015-10-16;01/10/15;2016,0;409,0
3,75;2016;2016-10-18;2016-07-11;01/07/16;2016,0;99,0
9,45;2015;2017-02-10;2015-12-07;01/12/15;2017,0;431,0
325,55;2015;2017-12-13;2015-10-15;01/10/15;2017,0;790,0
58,46;2015;2018-07-11;2015-11-10;01/11/15;2018,0;974,0
16,43;2015;2016-03-24;2015-09-18;01/09/15;2016,0;188,0
43,75;2015;2016-02-11;2015-11-22;01/11/15;2016,0;81,0
62,18;2015;2017-05-26;2015-11-10;01/11/15;2017,0;563,0
26,25;2015;2016-07-04;2015-11-12;01/11/15;2016,0;235,0
24,98;2015;2019-11-23;2015-10-28;01/10/15;2019,0;1487,0
